Punchlist,Facility,City,State,Field,Old,New,Evidence
P10,FERN TERRACE MAYFIELD,Mayfield,KY,Corporate_Name,"FERN TERRACE OF OWENSBORO, LLC",FERN TERRACE,Simpson Family Holdings
P10-beds,FERN TERRACE MAYFIELD,Mayfield,KY,Total_Beds,122,140,GLR + KY CHFS
P10,FERN TERRACE OWENSBORO,Owensboro,KY,Corporate_Name,"FERN TERRACE OF OWENSBORO, LLC",FERN TERRACE,Entity consolidation
P10,FERN TERRACE OF BOWLING GREEN,Bowling Green,KY,Corporate_Name,DAVCO,FERN TERRACE,Entity consolidation
P10,"DAVCO REST HOME, LLC",Owensboro,KY,Corporate_Name,DAVCO,FERN TERRACE,Entity consolidation
#26,TRUSTWELL LIVING AT SETTLER’S PLACE,Laporte,IN,Corporate_Name,BHI SENIOR LIVING,TRUSTWELL LIVING LLC,Separate company
#27,THE BARRINGTON OF CARMEL,Carmel,IN,Corporate_Name,PRAIRIE LANDING COMMUNITY INC,BHI SENIOR LIVING,BHI subsidiary
#28,Clark at Keller Lake,Grand Rapids,MI,Corporate_Name,Clark Retirement,BHI SENIOR LIVING,BHI affiliate since Jan 2022
#29,MAPLE KNOLL VILLAGE,CINCINNATI,OH,Corporate_Name,(NULL),BHI SENIOR LIVING,Maple Knoll affiliated Oct 2021
#30,MAPLE KNOLL VILLAGE,Cincinnati,OH,Corporate_Name,INDEPENDENT,BHI SENIOR LIVING,Maple Knoll affiliated
#31,KNOLLS OF OXFORD,OXFORD,OH,Corporate_Name,MAPLE KNOLL COMMUNITIES,BHI SENIOR LIVING,BHI affiliate
#31,THE KNOLLS OF OXFORD - ALF,Oxford,OH,Corporate_Name,MAPLE KNOLL COMMUNITIES,BHI SENIOR LIVING,BHI affiliate
#31,THE KNOLLS OF OXFORD - SNF,Oxford,OH,Corporate_Name,MAPLE KNOLL COMMUNITIES,BHI SENIOR LIVING,BHI affiliate
#34-37,MERIDIAN CENTER,High Point,NC,INSERT ROW,,,"CMS Chain 237, genesis confirmed"
#34-37,ABBOTTS CREEK CENTER,Lexington,NC,INSERT ROW,,,"CMS Chain 237, genesis confirmed"
#34-37,MOUNT OLIVE CENTER,Mount Olive,NC,INSERT ROW,,,"CMS Chain 237, genesis confirmed"
#34-37,PEMBROKE CENTER,Pembroke,NC,INSERT ROW,,,"CMS Chain 237, genesis confirmed"
